title	fact
Was Hillary Clinton Caught on a Hot Mic Trash-Talking Obama?	Katie Couric banished Hillary Clinton from her set in August 2017 after Clinton used a racist word to describe President Obama.
Was Hillary Clinton Killed During a Hunting Expedition?	Hillary Clinton was killed while on a hunting expedition with 'some of Washington’s elite.'
Was Hillary Clinton Killed During an FBI Raid?	Hillary Clinton was killed during an FBI raid on the Clintons' New York home.
Was Hillary Clinton Killed Filming a Documentary in Missouri?	Hillary Clinton was accidentally killed during the filming of a documentary about her.
Was Hillary Clinton Killed in a Monster Truck Mishap?	Hillary Clinton was killed when she was hit by an out-of-control truck.
Was Hillary Clinton Offered a Plea Deal in August 2017?	The Justice Department offered Hillary Clinton a plea deal in mid-2017 after reopening an investigation into her handling of classified material on a private server.
Was Hillary Clinton Seriously Injured in a Secret Plane Crash?	Wikileaks documents reveal Hillary Clinton was gravely injured in a plane crash during a secret mission to Iran in 2012.
Was Hillary Clinton’s Assistant J.W. McGill Found Dead?	Hillary Clinton's assistant J.W. McGill was found dead after suffering an apparent heart attack.
Was Humphrey Bogart Born on Christmas Day?	Actor Humphrey Bogart was born on Christmas Day.
Was IS Leader al-Baghdadi Released from US Prison in Obama Era?	Islamic State leader Abu Bakr al-Baghdadi was released from a United States prison during the Obama administration.
Was Ilhan Omar Sworn in with Her Hand on the Quran?	Ilhan Omar took part in her swearing-in to the Minnesota House of Representatives with her hand on a Quran.
Was Ilhan Omar’s Brother Arrested with ‘200 Lbs. of Explosives’?	U.S. Rep. Ilhan Omar's brother was arrested just before carrying out bombing attacks on Michigan churches.
Was It Illegal to Profit from Healthcare Prior to the HMO Act of 1973?	Before the 1973 HMO act was signed into law by Richard Nixon, it was illegal to profit from healthcare.
Was Ivanka Trump Fired from the White House?	President Trump's daughter Ivanka has been fired from her position at the White House.
Was J.K. Rowling Hired to Rewrite the Bible?	Pope Francis has hired Harry Potter author JK Rowling to rewrite the Bible.
Was JFK Jr. a U.S. Senate Frontrunner Before His ‘Suspicious’ Plane Crash?	John F. Kennedy Jr. was a frontrunner for a U.S. Senate seat from New York just before he was killed in a suspicious plane crash in 1999.
Was JFK’s Speech in Netflix’s ‘The Crown’ Authentic?	A speech delivered by the fictional John F. Kennedy in an episode of 'The Crown' was derived from real utterances by Kennedy.
Was Jacob Walter Anderson Fined $400 for Repeatedly Raping a Baylor Student?	Jacob Walter Anderson repeatedly raped a young woman but received only a $400 fine and deferred probation as punishment.
Was James Comey Taken from His Home by Feds at 3 A.M.?	Former FBI Director James Comey was handcuffed and taken from his home by federal agents.
Was James Doohan Shot Six Times on D-Day?	Actor James Doohan, best known for his role as 'Scotty' from the original Star Trek, was shot six times during D-Day.
Was Jasper Smith Caught Selling ‘Energy Drinks’ Laced with Meth?	Jasper Smith was arrested in North Carolina for selling energy drinks laced with methamphetamine.
Was Jay-Z Filmed Punching a 12-Year-Old Female Fan?	A video captures Jay-Z punching a 12-year-old girl after she tried to take his picture.
Was Jayne Mansfield Decapitated?	The car crash that killed Jayne Mansfield also decapitated her.
Was Jimi Hendrix Kicked Off a Monkees Tour?	Jimi Hendrix was dropped as an opening act from a Monkees tour because the Daughters of the American Revolution complained that his stage act was 'too erotic.'
Was Jodi Arias Released from Prison After ‘Incident’ with Correctional Officers?	Jodi Arias was granted an early release from prison after an incident with correctional officers
Was Joe Biden Refused Service at ‘Crumb and Get It’ in 2012?	Vice President Joe Biden was refused service at the Crumb and Get It cookie shop in 2012.
Was John McCain’s Body Carried to Washington on Air Force Two?	Senator John McCain's remains were carried to Washington, D.C., on a Boeing C-32A airplane commonly used as 'Air Force Two.'
Was Journalist Bre Payton’s Death ‘Beyond Strange’ Due to Her Reporting on the Mueller Probe?	Journalist Bre Payton's untimely death was connected to her reporting on the Mueller probe.
Was Journalist Jen Moore Killed After Contacting Authorities About Bill Clinton?	Journalist Jen Moore died under suspicious circumstances after contacting both the DHS and the FBI with allegations that former President Bill Clinton committed sexual assault.
Was Julian Assange Found Dead in a London Alley?	Julian Assange was kidnapped from the Ecuadorean embassy in London and murdered in April 2017.
Was Kathy Griffin Shot and Killed Trying to Escape Custody?	Comedian Kathy Griffin was shot and killed while trying to escape custody.
Was Katy Perry Taken from the Grammys in Handcuffs?	Katy Perry was taken from the Grammys in handcuffs after threatening President Trump.
Was Kelly Clarkson Fired from ‘The Voice’?	Kelly Clarkson was fired from 'The Voice' in December 2018.
Was Kirk Cameron Diagnosed With a Rare Form of Leprosy?	Actor Kirk Cameron has contracted an extremely rare form of leprosy.
Was Lady Gaga’s Super Bowl Halftime Show Satanic?	Lady Gaga's halftime performance at the 2017 Super Bowl took the form of a Satanic ritual.
Was Las Vegas Shooter Identified at an Anti-Trump Protest?	The man accused of opening fire on hundreds of people in a Las Vegas casino in October 2017 was spotted at an anti-Trump protest two months earlier.
Was Lincoln’s Portrait Removed from the White House for a Picture of the Obamas’ Dogs?	A portrait of Abraham Lincoln was removed from the White House to make way for a picture of the Obamas' pet dogs.
Was Lisa Lopes Murdered?	TLC's Lisa 'Left-Eye' Lopes was murdered in a revenge killing.
Was Lt. Col. Vindman ‘Fired’ from the National Security Council?	National Security Advisor Robert C. O'Brien said that Lt. Col. Alexander Vindman was being removed from the NSC.
Was Malia Obama Arrested in an ‘Antifa Attack’ on an Elderly Woman?	Members of antifa groups attacked an elderly woman and Malia Obama was arrested in connection with the incident.
Was Malia Obama Busted While Streaking at Harvard?	Malia Obama was arrested after being caught drinking while underage and running naked across the Harvard campus.
Was Malia Obama Fired from an Internship at the Spanish Embassy?	Malia Obama was fired from an internship at the United States Embassy in Spain (not the Spanish Embassy) after being caught smoking pot on the job.
Was Malia Obama Indicted for Food Stamp Fraud?	Malia Obama was indicted on charges related to food stamp fraud.
Was Malia Obama ‘Arrested Again’ Amid a Media Blackout?	Malia Obama was arrested by campus security at Harvard for using a 'white, powdery substance' in a women's restroom.
Was Marisa Tomei Awarded an Oscar by Mistake?	Marisa Tomei was awarded the Academy Award for Best Supporting Actress in 1993 because Oscar presenter Jack Palance read the wrong name by mistake.
Was Maya Angelou Sexually Assaulted as a Child?	Maya Angelou was raped when she was a child, and after the man responsible was found dead, she refused to speak for nearly 5 years.
Was Megyn Kelly Fired from NBC?	Former Fox News host Megyn Kelly was fired from NBC before even starting on air there.
Was Melania Trump the First First Lady to Visit a War Zone?	Melania Trump was the first First Lady to visit troops in a war zone.
Was Michael Moore Accused of Sexual Harassment?	Director Michael Moore was accused of sexual harassment by a 16-year-old film extra.
Was Michelle Obama Arrested for Domestic Violence?	Former First Lady Michelle Obama was arrested after acting “unpredictably violent' during a domestic dispute.
Was Michelle Obama’s Thesis Restricted Until After the 2008 Election?	Access to Michelle Obama's senior thesis was restricted until after the 2008 presidential election.
Was Mickey Mouse Modeled After a Racist Caricature Named ‘Jigaboo’?	A racist caricature called 'Jigaboo' served as the original inspiration for the Mickey Mouse character.
Was Mike Pence Disappointed in Men for Allowing the Women’s March?	Mike Pence said that he was disappointed in husbands and fathers for allowing women to participaite in the Women's March.
Was Mike Pence Greeted by a Widespread Display of LGBT Rainbow Flags in Iceland?	U.S. Vice President Mike Pence was greeted by a widespread display of LGBT rainbow flags on his visit to Reykjavík, Iceland, in September 2019.
Was Mike Pence Kicked Out of Iceland?	Vice President Mike Pence was kicked out of Iceland due to his religious beliefs.
Was Mike Pence at the White House During the U.S. Strike Against Syria?	Vice President Mike Pence was in the White House Situation Room while the U.S. carried out a strike against Syria.
Was Miriam Adelson Honored for Donating Money to Help Trump Aides with Legal Expenses?	Miriam Adelson was given the Presidential Medal of Freedom for donating to a fund created to help Trump associates who were prosecuted in the Russia investigation with their legal bills.
Was Miss Universe Alicia Machado a ‘Porn Star’?	Former Miss Universe Alicia Machado was a 'porn star.'
Was Musician Kodak Black Shot in Florida?	Musician Kodak Black was shot outside of a nightclub in Florida in December 2016.
Was Nancy Pelosi Removed from a Children’s Cancer Benefit for Being Drunk?	Nancy Pelosi was asked to leave a children's cancer benefit for being drunk.
Was Nancy Pelosi ‘Miss Lube Rack of 1959’?	Photograph shows a young Nancy Pelosi as 'Miss Lube Rack' of 1959.
Was Nancy Pelosi’s Son Arrested for Murder?	House Minority Leader Nancy Pelosi's son was arrested for murder.
Was Neil Gorsuch Unanimously Confirmed in 2006?	Judge Neil Gorsuch was unanimously confirmed to the 10th Circuit Court of Appeals in 2006.
Was Nelly Arrested on Drug Charges in April 2017?	Hip-hop and pop star Nelly was arrested on drug charges while on tour.
